Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain
SRR1512265,22 months old,RNA-Seq,50,108807900,PRJNA254994,SAMN02907580,74082204,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649958,GSM1433753,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433753,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512266,22 months old,RNA-Seq,50,124019650,PRJNA254994,SAMN02907581,83459357,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649959,GSM1433754,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433754,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512267,22 months old,RNA-Seq,50,85475500,PRJNA254994,SAMN02907582,57612778,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649960,GSM1433755,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433755,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512268,22 months old,RNA-Seq,50,114486850,PRJNA254994,SAMN02907583,77489943,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649961,GSM1433756,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433756,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512269,22 months old,RNA-Seq,50,100595100,PRJNA254994,SAMN02907406,68033080,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649962,GSM1433757,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433757,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512270,22 months old,RNA-Seq,50,97739750,PRJNA254994,SAMN02907409,65955483,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649963,GSM1433758,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433758,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512271,22 months old,RNA-Seq,50,81686150,PRJNA254994,SAMN02907412,54953470,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649964,GSM1433759,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433759,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512272,22 months old,RNA-Seq,50,95258200,PRJNA254994,SAMN02907415,64547739,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649965,GSM1433760,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433760,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512273,22 months old,RNA-Seq,50,117988500,PRJNA254994,SAMN02907417,80066074,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649966,GSM1433761,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433761,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512274,22 months old,RNA-Seq,50,77163950,PRJNA254994,SAMN02907421,52523858,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649967,GSM1433762,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433762,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512275,22 months old,RNA-Seq,50,80541950,PRJNA254994,SAMN02907423,54284507,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649968,GSM1433763,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433763,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512276,22 months old,RNA-Seq,50,99989650,PRJNA254994,SAMN02907428,67669561,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649969,GSM1433764,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433764,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512277,22 months old,RNA-Seq,50,71817550,PRJNA254994,SAMN02907431,48950851,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649970,GSM1433765,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433765,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512278,22 months old,RNA-Seq,50,84105500,PRJNA254994,SAMN02907434,56529092,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649971,GSM1433766,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433766,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512279,22 months old,RNA-Seq,50,93716750,PRJNA254994,SAMN02907438,63277056,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649972,GSM1433767,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433767,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512280,22 months old,RNA-Seq,50,24353200,PRJNA254994,SAMN02907442,16832202,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649973,GSM1433768,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433768,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512281,22 months old,RNA-Seq,50,95614500,PRJNA254994,SAMN02907445,64233517,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649974,GSM1433769,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433769,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512282,22 months old,RNA-Seq,50,90878950,PRJNA254994,SAMN02907448,61204085,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649975,GSM1433770,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433770,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512283,22 months old,RNA-Seq,50,82825150,PRJNA254994,SAMN02907452,55679320,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649976,GSM1433771,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433771,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512284,22 months old,RNA-Seq,50,123359800,PRJNA254994,SAMN02907456,83736876,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649977,GSM1433772,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433772,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512285,22 months old,RNA-Seq,50,136265150,PRJNA254994,SAMN02907463,91793560,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649978,GSM1433773,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433773,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512286,22 months old,RNA-Seq,50,114252450,PRJNA254994,SAMN02907467,77377636,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649979,GSM1433774,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433774,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512287,22 months old,RNA-Seq,50,22095250,PRJNA254994,SAMN02907471,15133710,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649980,GSM1433775,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433775,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512288,22 months old,RNA-Seq,50,93126450,PRJNA254994,SAMN02907475,63769437,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649981,GSM1433776,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433776,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512289,22 months old,RNA-Seq,50,126294700,PRJNA254994,SAMN02907479,86524704,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649982,GSM1433777,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433777,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512290,22 months old,RNA-Seq,50,94729700,PRJNA254994,SAMN02907483,64467451,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649983,GSM1433778,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433778,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512291,22 months old,RNA-Seq,50,73465250,PRJNA254994,SAMN02907487,50055873,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649984,GSM1433779,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433779,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512292,22 months old,RNA-Seq,50,87087300,PRJNA254994,SAMN02907491,59542042,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649985,GSM1433780,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433780,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512293,22 months old,RNA-Seq,50,86298950,PRJNA254994,SAMN02907495,58747250,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649986,GSM1433781,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433781,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512294,22 months old,RNA-Seq,50,85063350,PRJNA254994,SAMN02907499,58083933,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649987,GSM1433782,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433782,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512295,22 months old,RNA-Seq,50,96483500,PRJNA254994,SAMN02907502,65526654,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649988,GSM1433783,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433783,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512296,22 months old,RNA-Seq,50,101041800,PRJNA254994,SAMN02907506,68925210,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649989,GSM1433784,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433784,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512297,22 months old,RNA-Seq,50,126714750,PRJNA254994,SAMN02907509,86971648,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649990,GSM1433785,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433785,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512298,22 months old,RNA-Seq,50,106025450,PRJNA254994,SAMN02907510,72314872,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649991,GSM1433786,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433786,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512299,22 months old,RNA-Seq,50,81917150,PRJNA254994,SAMN02907584,55630670,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649992,GSM1433787,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433787,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512300,22 months old,RNA-Seq,50,91831400,PRJNA254994,SAMN02907588,62479370,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649993,GSM1433788,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433788,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512301,22 months old,RNA-Seq,50,94093800,PRJNA254994,SAMN02907592,63946515,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649994,GSM1433789,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433789,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512302,22 months old,RNA-Seq,50,97344900,PRJNA254994,SAMN02907594,65791740,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649995,GSM1433790,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433790,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512303,22 months old,RNA-Seq,50,86456150,PRJNA254994,SAMN02907599,58355582,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649996,GSM1433791,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433791,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512304,22 months old,RNA-Seq,50,82764700,PRJNA254994,SAMN02907604,56170470,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649997,GSM1433792,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433792,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512305,22 months old,RNA-Seq,50,82862500,PRJNA254994,SAMN02907605,56006159,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649998,GSM1433793,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433793,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512306,22 months old,RNA-Seq,50,90962400,PRJNA254994,SAMN02907606,62103504,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX649999,GSM1433794,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433794,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512307,22 months old,RNA-Seq,50,90920850,PRJNA254994,SAMN02907607,61459799,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650000,GSM1433795,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433795,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512308,22 months old,RNA-Seq,50,123038250,PRJNA254994,SAMN02907608,83678693,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650001,GSM1433796,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433796,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512309,22 months old,RNA-Seq,50,126329550,PRJNA254994,SAMN02907609,85907255,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650002,GSM1433797,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433797,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512310,22 months old,RNA-Seq,50,104292500,PRJNA254994,SAMN02907610,70657334,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650003,GSM1433798,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433798,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512311,22 months old,RNA-Seq,50,87537650,PRJNA254994,SAMN02907611,58870613,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650004,GSM1433799,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433799,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512312,22 months old,RNA-Seq,50,85194100,PRJNA254994,SAMN02907612,57740007,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650005,GSM1433800,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433800,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512313,22 months old,RNA-Seq,50,81566850,PRJNA254994,SAMN02907613,55449157,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650006,GSM1433801,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433801,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512314,22 months old,RNA-Seq,50,89645750,PRJNA254994,SAMN02907614,60339465,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650007,GSM1433802,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433802,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512315,22 months old,RNA-Seq,50,91182900,PRJNA254994,SAMN02907615,61470156,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650008,GSM1433803,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433803,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512316,22 months old,RNA-Seq,50,111538450,PRJNA254994,SAMN02907616,75349015,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650009,GSM1433804,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433804,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512317,22 months old,RNA-Seq,50,94465350,PRJNA254994,SAMN02907617,63697512,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650010,GSM1433805,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433805,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512318,22 months old,RNA-Seq,50,100433450,PRJNA254994,SAMN02907618,67850749,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650011,GSM1433806,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433806,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512319,22 months old,RNA-Seq,50,117141850,PRJNA254994,SAMN02907619,78970927,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650012,GSM1433807,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433807,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512320,22 months old,RNA-Seq,50,138156050,PRJNA254994,SAMN02907620,93200581,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650013,GSM1433808,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433808,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512321,22 months old,RNA-Seq,50,136359950,PRJNA254994,SAMN02907622,92047436,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650014,GSM1433809,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433809,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512322,22 months old,RNA-Seq,50,109653750,PRJNA254994,SAMN02907623,74100459,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650015,GSM1433810,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433810,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512323,22 months old,RNA-Seq,50,82083400,PRJNA254994,SAMN02907624,54991702,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650016,GSM1433811,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433811,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512324,22 months old,RNA-Seq,50,78314200,PRJNA254994,SAMN02907626,53237016,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650017,GSM1433812,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433812,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512325,22 months old,RNA-Seq,50,88016350,PRJNA254994,SAMN02907627,59653287,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650018,GSM1433813,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433813,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512326,22 months old,RNA-Seq,50,126898050,PRJNA254994,SAMN02907628,85495429,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650019,GSM1433814,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433814,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512327,22 months old,RNA-Seq,50,92998500,PRJNA254994,SAMN02907630,62801248,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650020,GSM1433815,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433815,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512328,22 months old,RNA-Seq,50,113022450,PRJNA254994,SAMN02907631,76367758,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650021,GSM1433816,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433816,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
SRR1512329,22 months old,RNA-Seq,50,96913700,PRJNA254994,SAMN02907368,65226008,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX650022,GSM1433817,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1433817,hematopoietic stem and progenitor cells,SRP044256,C57BL/6
